date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1965-01-16,Czech Republic,New Zealand,2,1,Copa America,Amsterdam,Spain,False
1965-01-20,Italy,Denmark,2,3,FIFA World Cup qualification,Seoul,Belgium,False
1965-01-24,Argentina,Germany,2,3,UEFA Euro qualification,Lisbon,Portugal,False
1965-01-30,Saudi Arabia,Iraq,1,2,CONCACAF Gold Cup,New York,Portugal,False
1965-01-31,Portugal,Australia,3,0,FIFA World Cup,Amsterdam,Italy,False
1965-02-02,Romania,Ghana,2,1,FIFA World Cup qualification,New York,Mexico,False
1965-02-05,Netherlands,Italy,2,0,Friendly,Tokyo,United States,True
1965-02-15,Croatia,United States,1,0,Friendly,Mexico City,Netherlands,False
1965-02-25,Hungary,Senegal,2,2,CONCACAF Gold Cup,Buenos Aires,England,False
1965-03-04,Morocco,Saudi Arabia,1,1,CONCACAF Gold Cup,Berlin,England,True
1965-03-08,Poland,Czech Republic,3,1,UEFA European Championship,Sao Paulo,Portugal,False
1965-03-10,Ghana,Iran,5,0,Africa Cup of Nations,Berlin,Japan,False
1965-03-11,Scotland,Belgium,1,1,AFC Asian Cup,Seoul,Brazil,True
1965-03-12,South Africa,Germany,1,1,FIFA World Cup qualification,Madrid,Brazil,False
1965-03-21,Iraq,Bolivia,0,1,AFC Asian Cup,Lisbon,Sweden,True
1965-04-01,Romania,Argentina,2,0,FIFA World Cup qualification,Sydney,Japan,False
1965-04-05,Netherlands,Ghana,1,1,Copa America,London,Australia,False
1965-04-23,Germany,Iraq,4,2,Friendly,Madrid,Nigeria,False
1965-04-23,Portugal,Croatia,3,3,FIFA World Cup,Seoul,Japan,False
1965-05-01,Australia,England,2,0,Friendly,Amsterdam,United States,False
1965-05-03,Ireland,Australia,3,1,UEFA European Championship,Cairo,England,False
1965-05-10,Morocco,Poland,2,0,Friendly,Los Angeles,Japan,False
1965-05-10,Netherlands,Czech Republic,0,1,CONCACAF Gold Cup,Sydney,France,True
1965-05-14,Saudi Arabia,Russia,2,0,Friendly,Los Angeles,Brazil,True
1965-05-16,Norway,Iran,2,0,Friendly,Los Angeles,Germany,False
1965-05-17,Sweden,Uruguay,2,1,Friendly,Amsterdam,Germany,True
1965-05-19,Czech Republic,Germany,1,0,AFC Asian Cup,Amsterdam,Nigeria,False
1965-05-19,France,Australia,2,2,Friendly,Madrid,Cameroon,False
1965-06-16,Belgium,Senegal,1,0,FIFA World Cup,Rome,Spain,False
1965-06-17,Uruguay,Saudi Arabia,0,3,FIFA World Cup qualification,Paris,England,False
1965-06-24,South Korea,Ireland,4,1,Friendly,London,Brazil,False
1965-06-27,Colombia,Egypt,3,1,UEFA Euro qualification,Los Angeles,Brazil,False
1965-07-03,Bolivia,China,3,1,FIFA World Cup qualification,Sao Paulo,Brazil,False
1965-07-05,South Africa,Senegal,0,0,Friendly,Berlin,Nigeria,False
1965-07-12,Iran,Romania,1,1,Africa Cup of Nations,Sydney,Croatia,False
1965-07-21,Croatia,Bolivia,2,1,UEFA Euro qualification,Lagos,Australia,False
1965-07-28,Poland,Egypt,0,1,Africa Cup of Nations,Montevideo,Mexico,False
1965-07-29,Colombia,Uruguay,0,1,FIFA World Cup,Montevideo,Portugal,True
1965-07-31,Ecuador,Czech Republic,0,2,Friendly,Tokyo,Cameroon,False
1965-08-08,Chile,Uruguay,0,1,CONCACAF Gold Cup,Tokyo,Germany,False
1965-08-09,Chile,Brazil,1,0,Friendly,Los Angeles,Argentina,False
1965-08-11,Australia,Bolivia,1,1,AFC Asian Cup,New York,England,False
1965-08-15,China,Australia,3,3,Africa Cup of Nations,Lagos,Nigeria,False
1965-08-18,Hungary,Iraq,1,1,FIFA World Cup qualification,Rome,France,False
1965-08-20,New Zealand,Germany,1,1,Friendly,Sydney,Australia,False
1965-08-24,Morocco,Scotland,2,2,FIFA World Cup,Tokyo,Japan,True
1965-08-27,Sweden,Turkey,1,2,Copa America,Amsterdam,Sweden,False
1965-09-01,Czech Republic,Ireland,2,3,Friendly,Montevideo,Japan,False
1965-09-05,Iraq,Morocco,2,0,FIFA World Cup,Lagos,France,False
1965-09-09,Argentina,Portugal,0,1,Friendly,New York,Argentina,False
1965-09-24,China,Turkey,1,0,Copa America,Amsterdam,Belgium,False
1965-09-24,Italy,Senegal,2,2,Friendly,Lagos,Argentina,False
1965-09-25,Chile,Czech Republic,0,2,UEFA Euro qualification,Paris,Uruguay,True
1965-09-27,Spain,Morocco,2,1,FIFA World Cup,Mexico City,Netherlands,True
1965-09-30,Poland,Ireland,2,2,FIFA World Cup,Cairo,Australia,False
1965-10-09,Saudi Arabia,Greece,1,0,Copa America,Lisbon,South Korea,False
1965-10-14,Italy,Scotland,0,2,Friendly,Rome,Croatia,False
1965-10-28,Scotland,Chile,1,2,UEFA Euro qualification,Paris,Sweden,False
1965-10-29,Portugal,Brazil,3,0,Africa Cup of Nations,Rome,Brazil,False
1965-11-04,Ireland,Morocco,0,2,CONCACAF Gold Cup,Buenos Aires,Japan,False
1965-11-05,South Africa,United States,0,1,FIFA World Cup qualification,Lagos,Argentina,False
1965-11-06,Croatia,Peru,5,1,UEFA Euro qualification,Lagos,Cameroon,True
1965-11-08,Bolivia,Wales,1,0,AFC Asian Cup,Lagos,Argentina,True
1965-11-15,Wales,Colombia,3,1,AFC Asian Cup,Montevideo,Cameroon,False
1965-11-18,Argentina,Egypt,1,1,FIFA World Cup qualification,Madrid,England,False
1965-11-20,France,Cameroon,0,2,CONCACAF Gold Cup,Rome,Sweden,False
1965-12-02,Turkey,Czech Republic,1,1,Friendly,Cairo,Japan,False
1965-12-08,Denmark,New Zealand,1,2,Africa Cup of Nations,Sao Paulo,Belgium,False
1965-12-09,Japan,South Korea,1,3,Copa America,Buenos Aires,Netherlands,False
1965-12-13,Argentina,Iraq,1,0,Copa America,Amsterdam,England,True
1965-12-14,Mexico,Japan,4,0,UEFA Euro qualification,Paris,Mexico,False
1965-12-16,Greece,Poland,1,2,Copa America,Lisbon,Portugal,False
1965-12-31,Nigeria,Norway,1,1,UEFA European Championship,Buenos Aires,Italy,False
1966-01-13,Poland,Senegal,0,0,UEFA Euro qualification,Rome,South Korea,False
1966-01-19,Brazil,Uruguay,0,1,FIFA World Cup qualification,Paris,Sweden,False
1966-01-20,Spain,Turkey,2,1,CONCACAF Gold Cup,London,Portugal,True
1966-01-31,Ireland,Argentina,1,2,FIFA World Cup,Lagos,Australia,False
1966-02-04,Sweden,Bolivia,2,3,Friendly,London,Portugal,True
1966-02-22,Cameroon,Colombia,0,1,Friendly,Cairo,Portugal,False
1966-02-27,Scotland,Turkey,0,0,UEFA European Championship,Mexico City,Mexico,False
1966-03-02,Bolivia,Hungary,1,1,Friendly,Lisbon,France,False
1966-03-12,South Africa,France,0,2,Copa America,Buenos Aires,England,False
1966-03-15,Saudi Arabia,France,2,1,UEFA European Championship,Sao Paulo,United States,False
1966-03-24,Turkey,Sweden,4,0,UEFA European Championship,Lagos,Spain,False
1966-03-27,Senegal,Denmark,1,1,CONCACAF Gold Cup,Berlin,Sweden,False
1966-04-01,New Zealand,Ecuador,2,1,AFC Asian Cup,Sydney,France,False
1966-04-15,Sweden,Ireland,2,0,AFC Asian Cup,Mexico City,Nigeria,False
1966-04-15,Hungary,Argentina,4,1,Friendly,Cairo,Spain,False
1966-04-21,Italy,England,2,2,Friendly,Lisbon,United States,False
1966-04-24,Czech Republic,Peru,1,1,UEFA Euro qualification,Lagos,Argentina,False
1966-05-14,Egypt,England,2,1,Copa America,Berlin,Nigeria,False
1966-05-19,Paraguay,South Africa,1,1,Africa Cup of Nations,Tokyo,Germany,False
1966-05-20,Hungary,Ireland,3,0,Africa Cup of Nations,Lisbon,Germany,False
1966-05-24,Hungary,Ghana,1,1,CONCACAF Gold Cup,Lagos,Spain,False
1966-05-27,Scotland,Argentina,2,1,Copa America,Lagos,Germany,True
1966-06-04,Romania,Colombia,1,0,CONCACAF Gold Cup,Berlin,Mexico,False
1966-06-27,Belgium,United States,4,0,CONCACAF Gold Cup,New York,Cameroon,False
1966-06-30,South Africa,Belgium,1,1,Friendly,Berlin,Sweden,True
1966-07-01,Japan,Morocco,2,2,AFC Asian Cup,Paris,Nigeria,False
1966-07-06,Japan,South Korea,2,1,Friendly,Lagos,Japan,False
1966-07-06,Egypt,Greece,2,1,FIFA World Cup qualification,Sydney,Australia,False
1966-07-07,Uruguay,Spain,2,1,Africa Cup of Nations,Los Angeles,South Korea,False
1966-07-08,Italy,Poland,2,3,Africa Cup of Nations,London,Mexico,True
1966-07-09,Cameroon,Denmark,1,0,UEFA Euro qualification,Sydney,Netherlands,True
1966-08-04,Ghana,South Africa,3,4,Africa Cup of Nations,Sao Paulo,Brazil,False
1966-08-06,Senegal,Peru,1,1,Copa America,London,Belgium,True
1966-08-07,Argentina,Ghana,3,2,Africa Cup of Nations,Madrid,Nigeria,True
1966-08-08,South Africa,Ireland,1,1,Copa America,Seoul,Mexico,True
1966-08-21,Senegal,South Africa,1,1,CONCACAF Gold Cup,Sao Paulo,Italy,False
1966-08-25,Italy,Brazil,2,3,Friendly,London,Argentina,False
1966-08-26,Greece,Norway,2,0,CONCACAF Gold Cup,Lisbon,Mexico,False
1966-08-29,England,Hungary,1,0,FIFA World Cup qualification,Amsterdam,Japan,False
1966-09-03,Russia,South Korea,0,3,Africa Cup of Nations,Mexico City,Sweden,False
1966-09-03,Belgium,Romania,2,0,Friendly,Berlin,Australia,False
1966-09-05,Belgium,Bolivia,3,2,Copa America,Los Angeles,Uruguay,False
1966-09-07,Colombia,Saudi Arabia,1,2,CONCACAF Gold Cup,Madrid,Cameroon,False
1966-09-11,Senegal,France,3,0,Africa Cup of Nations,London,Belgium,False
1966-09-11,Greece,Cameroon,3,0,CONCACAF Gold Cup,Paris,England,False
1966-09-20,Cameroon,Ghana,1,2,FIFA World Cup qualification,Tokyo,Italy,True
1966-09-23,South Korea,Turkey,1,0,CONCACAF Gold Cup,Amsterdam,Mexico,True
1966-09-30,Cameroon,Peru,2,1,CONCACAF Gold Cup,Tokyo,United States,True
1966-10-01,Ireland,Poland,1,2,AFC Asian Cup,Berlin,Argentina,False
1966-10-10,Wales,China,3,1,UEFA Euro qualification,Lagos,United States,False
1966-10-22,Senegal,Croatia,2,0,FIFA World Cup qualification,Amsterdam,Croatia,False
1966-10-31,South Africa,China,0,1,Copa America,Berlin,Netherlands,False
1966-11-19,Sweden,Bolivia,4,1,UEFA European Championship,Sao Paulo,Belgium,False
1966-11-19,Iran,Turkey,2,0,UEFA European Championship,New York,England,False
1966-11-20,England,Ecuador,2,2,Friendly,Los Angeles,Argentina,False
1966-11-22,Denmark,China,2,1,UEFA European Championship,Lagos,England,True
1966-12-02,France,Greece,1,1,Friendly,New York,Uruguay,False
1966-12-05,Spain,Ireland,2,1,Friendly,Los Angeles,Cameroon,False
1966-12-06,Denmark,Iran,0,0,Friendly,New York,Croatia,False
1966-12-10,Denmark,Scotland,1,1,FIFA World Cup qualification,Madrid,Portugal,False
1966-12-13,Russia,Czech Republic,2,0,Copa America,Cairo,Argentina,True
1966-12-19,Croatia,Czech Republic,1,1,Friendly,Lagos,Argentina,True
1966-12-22,Greece,Colombia,2,1,Friendly,Lisbon,United States,True
1967-01-09,Egypt,China,1,4,FIFA World Cup,Los Angeles,Sweden,True
1967-01-20,Morocco,Sweden,5,2,UEFA Euro qualification,Sao Paulo,Brazil,False
1967-01-28,New Zealand,Nigeria,2,1,Copa America,Rome,England,False
1967-01-28,Sweden,Iran,2,0,UEFA Euro qualification,Tokyo,Argentina,True
1967-01-30,Iraq,Brazil,1,1,Copa America,Paris,Italy,True
1967-01-31,Croatia,France,0,1,Africa Cup of Nations,Lisbon,Brazil,False
1967-01-31,Senegal,Sweden,2,0,Africa Cup of Nations,Tokyo,Netherlands,False
1967-02-07,Denmark,Ghana,1,1,FIFA World Cup qualification,Madrid,England,False
1967-02-08,Colombia,Sweden,1,4,AFC Asian Cup,New York,Netherlands,False
1967-02-11,United States,Saudi Arabia,2,0,Friendly,Lisbon,Argentina,False
1967-02-17,Italy,Nigeria,2,3,Africa Cup of Nations,Tokyo,Netherlands,False
1967-03-11,Saudi Arabia,China,1,1,AFC Asian Cup,New York,Japan,True
1967-03-11,South Africa,Romania,1,3,Africa Cup of Nations,Paris,Germany,False
1967-03-19,Portugal,Egypt,2,0,Friendly,Lisbon,Germany,False
1967-03-22,South Korea,Netherlands,1,2,AFC Asian Cup,Sydney,Mexico,False
1967-04-08,Portugal,Senegal,1,2,Africa Cup of Nations,Los Angeles,Nigeria,True
1967-04-11,China,Saudi Arabia,2,0,AFC Asian Cup,Sao Paulo,Cameroon,False
1967-04-21,Belgium,Chile,1,0,Africa Cup of Nations,Lisbon,Argentina,True
1967-05-03,Czech Republic,Norway,0,2,UEFA Euro qualification,Los Angeles,Brazil,False
1967-05-04,Argentina,Ghana,1,0,Africa Cup of Nations,Mexico City,Croatia,False
1967-05-11,Japan,Italy,1,0,Copa America,Seoul,England,False
1967-05-15,Colombia,Spain,1,2,CONCACAF Gold Cup,Lisbon,Portugal,True
1967-05-19,Portugal,Norway,2,1,Copa America,Paris,Japan,False
1967-05-20,Colombia,India,0,1,UEFA European Championship,Cairo,United States,False
1967-05-23,Scotland,Spain,0,0,FIFA World Cup,Amsterdam,Spain,False
1967-05-24,Cameroon,Belgium,5,1,FIFA World Cup qualification,London,United States,False
1967-06-01,France,Italy,0,0,Friendly,Paris,Spain,False
1967-06-01,Paraguay,Denmark,1,0,Copa America,Sydney,Brazil,False
1967-06-03,Belgium,Saudi Arabia,2,3,Friendly,Rome,France,False
1967-06-05,Argentina,Scotland,1,3,Friendly,Seoul,Spain,True
1967-06-07,China,New Zealand,2,0,Friendly,Montevideo,Sweden,False
1967-06-08,Saudi Arabia,Bolivia,1,0,UEFA Euro qualification,New York,South Korea,False
1967-06-15,Wales,South Korea,2,2,FIFA World Cup,Paris,Netherlands,False
1967-06-18,Senegal,Iraq,0,1,Africa Cup of Nations,Cairo,South Korea,False
1967-06-28,Italy,Saudi Arabia,0,0,AFC Asian Cup,Mexico City,Cameroon,True
1967-06-30,Netherlands,South Africa,0,0,Friendly,Cairo,Uruguay,False
1967-07-06,Saudi Arabia,Germany,5,0,FIFA World Cup qualification,New York,Belgium,False
1967-07-11,Peru,Colombia,0,4,FIFA World Cup,Lagos,Nigeria,False
1967-07-22,Ecuador,Hungary,1,4,CONCACAF Gold Cup,Berlin,England,True
1967-07-26,Russia,Greece,1,0,Copa America,Berlin,Sweden,False
1967-07-26,Russia,Egypt,0,1,Friendly,Amsterdam,Cameroon,False
1967-08-02,Senegal,Saudi Arabia,0,0,Friendly,Sao Paulo,Croatia,True
1967-08-09,Croatia,Mexico,0,1,UEFA Euro qualification,Berlin,Belgium,False
1967-08-16,Iran,Saudi Arabia,1,2,UEFA Euro qualification,Sao Paulo,Australia,False
1967-08-17,Peru,Russia,1,0,Copa America,Buenos Aires,Argentina,True
1967-08-19,Mexico,Hungary,4,2,FIFA World Cup qualification,Sydney,Croatia,False
1967-08-25,Hungary,Ecuador,1,0,Copa America,Mexico City,United States,False
1967-08-25,Senegal,Croatia,2,0,UEFA European Championship,Madrid,South Korea,False
1967-08-25,Ecuador,Hungary,0,1,Friendly,Los Angeles,Japan,True
1967-08-27,Italy,Iran,4,0,AFC Asian Cup,Madrid,Germany,True
1967-09-02,Czech Republic,Italy,0,0,FIFA World Cup,Sydney,Nigeria,False
1967-09-08,India,South Korea,3,2,AFC Asian Cup,Tokyo,Uruguay,False
1967-09-08,Peru,Colombia,1,0,Friendly,Sydney,South Korea,False
1967-09-10,South Korea,Cameroon,0,0,CONCACAF Gold Cup,Cairo,Sweden,False
1967-09-11,Romania,Japan,1,0,CONCACAF Gold Cup,Mexico City,Australia,True
1967-09-12,Russia,Morocco,2,1,Friendly,Sao Paulo,England,True
1967-09-23,Argentina,Turkey,0,1,UEFA Euro qualification,Rome,Sweden,False
1967-09-26,Ecuador,Netherlands,1,1,Africa Cup of Nations,Buenos Aires,England,False
1967-09-26,Russia,Portugal,2,1,FIFA World Cup,Rome,Cameroon,False
1967-09-30,Sweden,Bolivia,3,1,FIFA World Cup,Rome,Portugal,False
1967-10-01,Romania,England,1,1,UEFA Euro qualification,Berlin,France,False
1967-10-05,China,Peru,1,3,Africa Cup of Nations,Montevideo,Spain,False
1967-10-06,Hungary,Colombia,2,1,Friendly,London,Uruguay,True
1967-10-07,Brazil,Peru,1,0,AFC Asian Cup,Berlin,Belgium,False
1967-10-07,Senegal,United States,2,2,UEFA Euro qualification,Paris,Sweden,False
1967-10-19,Wales,Italy,2,0,Copa America,Madrid,Sweden,True
1967-10-25,Germany,France,0,0,FIFA World Cup qualification,Rome,Mexico,False
1967-11-08,India,Argentina,2,0,Africa Cup of Nations,Tokyo,Croatia,False
1967-11-15,Egypt,Paraguay,3,0,CONCACAF Gold Cup,Los Angeles,Brazil,True
1967-11-20,Paraguay,Japan,2,1,Africa Cup of Nations,Montevideo,France,False
1967-11-20,Portugal,India,1,0,UEFA European Championship,Lagos,Mexico,False
1967-11-23,Belgium,Portugal,1,0,FIFA World Cup,Lagos,Germany,False
1968-01-04,Scotland,Hungary,0,2,Africa Cup of Nations,Buenos Aires,Brazil,True
1968-01-05,Netherlands,Poland,1,1,AFC Asian Cup,Lisbon,Japan,True
1968-01-14,Greece,Italy,0,2,Friendly,Cairo,United States,False
1968-01-15,Italy,Turkey,3,2,Friendly,Lagos,Cameroon,False
1968-01-15,Bolivia,Uruguay,1,1,FIFA World Cup,Cairo,England,False
1968-01-18,Czech Republic,England,2,1,FIFA World Cup qualification,Cairo,Cameroon,False
1968-01-23,Poland,Brazil,2,0,Copa America,London,Belgium,False
1968-01-26,France,Uruguay,3,0,CONCACAF Gold Cup,Buenos Aires,Nigeria,True
1968-01-26,Norway,Chile,1,1,Friendly,Los Angeles,Cameroon,False
1968-01-27,Uruguay,Iraq,0,2,Copa America,Berlin,England,True
1968-01-30,Egypt,Portugal,2,0,Friendly,Rome,Sweden,True
1968-02-06,Belgium,Ghana,2,1,CONCACAF Gold Cup,Madrid,Italy,False
1968-02-15,Paraguay,Bolivia,2,1,Africa Cup of Nations,Lagos,France,True
1968-02-25,Egypt,Spain,0,2,AFC Asian Cup,Madrid,Cameroon,False
1968-02-26,Senegal,Egypt,1,4,Africa Cup of Nations,Madrid,Spain,False
1968-03-04,Iran,China,0,1,FIFA World Cup,Lisbon,Argentina,False
1968-03-14,Poland,South Korea,1,0,Friendly,Berlin,Argentina,True
1968-03-16,France,Paraguay,0,0,UEFA European Championship,Seoul,Germany,True
1968-03-16,Iran,Paraguay,0,1,UEFA European Championship,Los Angeles,Croatia,False
1968-03-16,Netherlands,Argentina,2,3,Africa Cup of Nations,Sao Paulo,Uruguay,False
1968-03-19,South Korea,Denmark,1,2,Copa America,Amsterdam,Australia,False
1968-03-22,Mexico,Paraguay,1,2,Africa Cup of Nations,New York,Nigeria,False
1968-03-27,Senegal,Netherlands,2,0,FIFA World Cup,Madrid,Nigeria,True
1968-03-28,Spain,United States,1,0,UEFA European Championship,Montevideo,Mexico,False
1968-03-31,Brazil,Senegal,3,3,FIFA World Cup qualification,Paris,France,False
1968-04-05,Australia,Sweden,0,2,FIFA World Cup,Paris,Australia,False
1968-04-07,Czech Republic,Peru,0,2,AFC Asian Cup,Lagos,Sweden,False
1968-04-08,Romania,Ghana,3,2,Africa Cup of Nations,Sao Paulo,Mexico,False
1968-04-09,Croatia,Iraq,5,2,FIFA World Cup,Seoul,Uruguay,False
1968-04-21,Paraguay,France,1,2,Africa Cup of Nations,Sydney,Italy,False
1968-04-24,Bolivia,Hungary,6,0,Friendly,Rome,Spain,False
1968-05-09,Mexico,Croatia,0,0,Friendly,Sydney,Netherlands,False
1968-05-24,Sweden,Brazil,2,1,CONCACAF Gold Cup,Sao Paulo,Brazil,False
1968-05-27,Italy,Wales,0,0,CONCACAF Gold Cup,Tokyo,France,False
1968-06-06,Australia,Belgium,1,1,Copa America,London,Cameroon,True
1968-06-08,Saudi Arabia,Czech Republic,1,0,Friendly,Lagos,Japan,False
1968-06-10,Germany,Bolivia,2,1,Copa America,New York,South Korea,False
1968-06-15,Morocco,India,2,0,Friendly,Rome,Spain,False
1968-06-25,Portugal,Brazil,0,0,UEFA Euro qualification,Buenos Aires,Portugal,False
1968-06-25,Russia,Netherlands,2,1,Africa Cup of Nations,Sydney,Italy,True
1968-06-27,Senegal,Turkey,1,0,Friendly,London,Uruguay,False
1968-07-03,Denmark,India,2,0,AFC Asian Cup,London,Argentina,False
1968-07-05,Morocco,New Zealand,3,0,AFC Asian Cup,Tokyo,Brazil,False
1968-07-08,Senegal,Peru,4,1,Copa America,Cairo,Netherlands,True
1968-07-09,Netherlands,Morocco,1,0,Copa America,Tokyo,Belgium,False
1968-08-02,Australia,Chile,1,2,UEFA European Championship,Seoul,Germany,False
1968-08-09,Cameroon,Mexico,1,1,Friendly,Berlin,France,True
1968-08-09,Sweden,Denmark,4,0,AFC Asian Cup,Paris,Australia,True
1968-08-09,Sweden,Argentina,3,3,Africa Cup of Nations,Berlin,United States,True
1968-08-18,Wales,South Africa,4,1,CONCACAF Gold Cup,Sao Paulo,United States,True
1968-08-24,Turkey,Ireland,3,3,AFC Asian Cup,Montevideo,Japan,False
1968-09-01,Nigeria,Italy,1,0,Africa Cup of Nations,Rome,Sweden,False
1968-09-08,France,Romania,0,0,Copa America,Buenos Aires,Mexico,False
1968-09-16,South Africa,Japan,2,0,Friendly,Cairo,Nigeria,False
1968-09-21,Poland,Netherlands,4,1,UEFA Euro qualification,Mexico City,Brazil,False
1968-09-22,Cameroon,Greece,0,0,Africa Cup of Nations,Sydney,Spain,False
1968-10-02,Iran,Croatia,2,1,Friendly,Seoul,Spain,True
1968-10-10,Italy,France,2,0,Friendly,Tokyo,Japan,False
1968-10-26,Italy,South Africa,1,0,Africa Cup of Nations,Tokyo,Uruguay,True
1968-11-04,India,Senegal,2,1,Friendly,Sydney,Germany,False
1968-11-24,Japan,Iran,2,0,Africa Cup of Nations,Montevideo,England,False
1968-11-26,Brazil,Cameroon,1,0,UEFA European Championship,Seoul,Cameroon,False
1968-11-27,Sweden,Mexico,1,1,Friendly,Rome,England,False
1968-11-28,Hungary,Australia,0,0,FIFA World Cup,London,South Korea,True
1968-11-28,India,Romania,1,1,Copa America,Lisbon,Italy,False
1968-12-09,Norway,Italy,2,1,Copa America,London,Nigeria,False
1968-12-13,Hungary,England,1,0,Africa Cup of Nations,Amsterdam,France,False
1968-12-16,South Africa,Chile,2,0,Copa America,Seoul,Croatia,False
1969-01-10,Ghana,Peru,2,0,AFC Asian Cup,Mexico City,Croatia,False
1969-01-18,Portugal,Iraq,3,3,Friendly,Lisbon,Croatia,False
1969-01-22,Colombia,Ghana,0,2,UEFA European Championship,Mexico City,Sweden,False
1969-01-28,Netherlands,Hungary,1,0,FIFA World Cup,Lagos,Spain,False
1969-02-02,Australia,Argentina,3,0,FIFA World Cup qualification,New York,Croatia,False
1969-02-03,Peru,Germany,1,0,Copa America,Paris,France,False
1969-02-08,Chile,Croatia,0,1,UEFA Euro qualification,Paris,United States,False
1969-02-19,Croatia,New Zealand,1,2,Friendly,Amsterdam,Portugal,False
1969-02-21,Argentina,Ecuador,0,0,Friendly,Sao Paulo,Australia,False
1969-02-22,Iraq,Paraguay,1,1,CONCACAF Gold Cup,Montevideo,France,True
1969-02-23,Belgium,Turkey,2,3,Friendly,Paris,Japan,False
1969-03-09,Russia,Belgium,1,0,CONCACAF Gold Cup,Berlin,Spain,False
1969-03-14,Norway,Saudi Arabia,1,0,Friendly,Paris,Cameroon,False
1969-03-15,France,Ecuador,1,2,FIFA World Cup,Sao Paulo,Croatia,False
1969-03-22,Uruguay,Romania,1,3,UEFA Euro qualification,New York,Germany,False
1969-03-29,England,South Korea,1,2,UEFA Euro qualification,Mexico City,Cameroon,False
1969-04-01,England,Wales,1,2,Friendly,Lisbon,Uruguay,False
1969-04-05,Paraguay,Russia,0,3,Friendly,Sydney,Netherlands,False
